,title,date,description,link,full text
51,My love for 'The Brady Bunch' is complicated,"Wed, 25 Sep 2019 09:52:38 GMT","We all know the premise of ""The Brady Bunch,"" the ABC hit that ran for five seasons starting in 1969: A lovely lady met a man named Brady and they knew their love was much more than a hunch. And the rest is history -- or, in this case, 117 episodes.",http://rss.cnn.com/~r/rss/cnn_topstories/~3/GQpwWQihdlE/index.html,"This week the classic sitcom celebrates the 50th anniversary of its very first episode. Remember Mike and Carol's wedding? Remember the cake incident? It's become iconic, and that single episode kicked off a cultural phenomenon that spawned catchphrases (""Marcia, Marcia, Marcia!""), spin-offs (""The Brady Brides"") and a never-ending supply of Brady merchandise (everything from records to lunch boxes).  The fact that these characters have managed to have such cross-generational appeal speaks to the power of the show. You don't find many shows that both baby boomers and Gen-Xers love, but you have that with the Bradys. They were one of the first blended families on TV and spoke of the ""generation gap"" between children and their parents.  But while the nostalgia factor is clearly still alive, times have certainly changed. Life in the early 1970s is vastly different from life in 2019, and as much as I love the show for the memories it's given me, there's no denying that some things are dated.  This month, HGTV debuted ""A Very Brady Renovation,"" which follows the six Brady kids (well, adults...) as they transform the inside of the famous California home that was used for the exterior shots of the show. Did I mention that they're renovating the home to look exactly like the show's set? The finished product will be classic Brady and a true homage to the series -- all the way down to the blue and pink wallpaper in the girls' room!  It's an interesting premise, to be sure, but it also got me thinking: What if the Bradys were just gracing our screens for the first time in 2019? Could you literally transport it from 1969 and plop it in today's world just like they're doing by redecorating the house? I doubt the show would translate well. It would quickly become a victim of that generation gap the characters bemoaned some 50 years ago.  For half a century, it's been hard to escape the show's influence. We've all found ourselves wrapped up in the Brady bubble at some point, even if we didn't watch during the original run. I was born a full seven years after the show ended, long after the gang hung up their bell bottoms and stopped singing about sunshine days. And still, the show (and most importantly, the Bradys themselves) were such an integral part of my childhood.  Thanks to reruns, I got to laugh, cry and learn right along with them. Whereas my mom grew up when the show was first on and dreamed of being Marcia, I fell in love with it in the early 1990s thanks to reruns and dreamed of groovy Greg, the Casanova of Clinton Avenue. ""It's very safe and friendly and nice,"" said Eve Plumb, who played middle sister Jan to E! about the show's appeal -- and I agree. Everything was wrapped up in a cute little bow by the time each episode ended and, of course, a lesson was always learned. As Plumb put it,""When you go to watch 'The Brady Bunch', you know that a problem will be solved and people love each other."" But there are aspects of the show that haven't aged as well as that catchy theme song. The storylines, for starters. We saw the Brady kids deal with things like peer pressure to smoke and breaking their mom's favorite vase. Ask kids today about the challenges they face and the exhaustive and scary list includes things like school shootings, cyberbullying, mental health struggles and drugs.  Plus, in watching the show, we're presented with this idea that the transition to blended family is a seamless one; in fact, it's as seamless as that first 25-minute episode. Aside from a few other hiccups in season one, the Bradys rarely ever mention their blended status. The kids even call their stepparents ""mom"" or ""dad,"" as if they've been a family forever, even though we know things like blending a family are never that easy.  The show may have been relatable to adolescents of yesteryear, but much of that relatability would be lost on today's teens. The show rarely mentioned politics, for example. Today that's something we can't ignore, especially with today's Gen Z, who are routinely on the front lines of activism about everything from the climate crisis to gun control. In the end, I'm not sure the sort of charm and innocence we see on ""The Brady Bunch"" can ever be replicated. But maybe that's a good thing. After all, it's that very uniqueness that has helped the show remain such a cultural classic for so many years. We can enjoy and appreciate it as a sort of time capsule of the era, revisiting its lessons any time we want. And in a very meta moment, the biggest lesson of all may come from the Brady kids themselves. As they sang in the Season 3 episode, ""Dough Re Mi"": ""When it's time to change (when it's time to change)...Don't fight the tide, go along for the ride...""   Yes, the Bradys have given us the ride of a lifetime. Bell bottoms and all."
52,Trump's absurd projection reveals his anxiety,"Tue, 24 Sep 2019 18:30:13 GMT","Let's talk about projection, the psychological impulse to project on other people what you're actually feeling.",http://rss.cnn.com/~r/rss/cnn_topstories/~3/6dmVbXST6JU/index.html,"Webster's dictionary defines it, in part, as: ""the externalization of blame, guilt, or responsibility as a defense against anxiety.""  Here's one recent, relevant example: ""The one who's got the problem is Biden, because if you look at what Biden did, Biden did what they would like to have me do except there's one problem: I didn't do it."" That, of course, was President Donald Trump, trying to deflect accusations about the covered-up whistleblower's complaint. It reportedly raised concerns about his call with the Ukrainian President, during which, Trump has essentially admitted, he asked for dirt on a political rival's family. Projection is a regular part of the Trump playbook. He's taken the impulse and elevated it to an effective political tactic. For example, during the 2016 campaign, his favorite attack on his final GOP rival for the nomination was to call him ""Lyin' Ted."" Of course, this comes from a person who lied throughout the campaign and has lied more than 12,000 times as president, according to The Washington Post. Cruz was pretty quick to diagnose the problem: ""This man is a pathological liar. He doesn't know the difference between truth and lies. He lies practically every word that comes out of his mouth. And he had a pattern that I think is straight out of a psychology textbook. His response is to accuse everybody else of lying.""  This impulse to deflect and project continued in the general election against Hillary Clinton. So, when Trump was accused of being the ""most corrupt candidate ever,"" she became ""Crooked Hillary."" When Trump came under fire for racist appeals, he called Clinton a ""bigot.""  When Clinton raised questions about Trump's erratic and impulsive behavior, he called her unstable, unhinged, lacking the ""judgment, temperament and moral character to lead this country."" And who can forget his, ""No puppet ... You're the puppet,"" response when she accused him in a debate of being a puppet for Vladimir Putin.  To be sure, that one was more of an impulsive bleat than evidence of strategy, but of course the pattern of projection has continued in the White House:   For example, during the Mueller investigation, when he kept asserting without evidence that ""there was no Collusion except bye Crooked Hillary and the Democrats."" And in saying that Russia really wanted Clinton to win -- despite Putin saying the exact opposite. These projections may be absurd, but they serve a serious political purpose. They muddy the water between fact and fiction and make people think that everyone is guilty of what Trump's been credibly accused of. This increases apathy and cynicism in our democracy by aiming to obliterate citizens' ability to recognize reality.  Because tone comes from the top, you see the President's surrogates and even Cabinet officials echo it. But sometimes they go too far and give away the game. Case in point, Secretary of State Mike Pompeo on ""Face The Nation"":  ""If there was election interference that took place by the Vice President, I think the American people deserve to know.""  I'm sorry, what's that now? Because literally no one is suggesting that Joe Biden was involved in election interference. But, of course, that's exactly what President Trump is being accused of, and if you can't defend the President's alleged actions, you just deflect and project. Here's the thing: Projection is actually a sign of deep insecurity. Which makes you wonder about the President's favorite insults, which he deploys over and over again on Twitter. An analysis by The Washington Post's Philip Bump found that his top five insults were ""fake,"" ""failed,"" ""dishonest,"" ""weak"" and ""liar."" It's enough to make you think President Trump doesn't actually think of himself as a ""very stable genius"" after all."
53,Boris Johnson owes the Queen an apology,"Tue, 24 Sep 2019 21:43:03 GMT","British Prime Minister Boris Johnson had planned a safe environment for his speech Tuesday in New York. In the Big Apple for this week's UN General Assembly, he was set to address a select group of business leaders on opportunities in the United Kingdom, in the shadow of the Vessel, a structure recently built by his designer friend Thomas Heatherwick.",http://rss.cnn.com/~r/rss/cnn_topstories/~3/piH77c8Tls8/index.html,"But the morning didn't go according to plan for Johnson. Instead he found himself stammering out a response to a different crisis: a Supreme Court ruling that has sent yet another earthquake through the already fractious landscape of British politics. The United Kingdom's highest court ruled unanimously Tuesday -- with a panel of 11 judges -- that Johnson acted unlawfully when he suspended the British Parliament for five weeks at the end of this summer. There was the usual bluster from Johnson in his reaction -- an assertion that he ""respects"" the judiciary was followed immediately by an insistence that he ""strongly disagrees"" with the legal findings of Britain's preeminent judges. Notably, there was an apology missing. At no point in Johnson's speech did he apologize to Britain's people, or to the Queen.  Why did Boris owe the Queen an apology? Because by upholding a previous ruling by Scotland's Court Session, the Supreme Court ruled that Johnson had misled the sovereign herself. As the head of state, the Queen has to give permission to ""prorogue,"" or suspend, Parliament; Johnson's lawyers had assured her they were acting constitutionally. It is unclear whether the Queen's own team could or should have imposed further scrutiny before they agreed; what is clear is that by his actions, Johnson has significantly imperiled the last seemingly safe component of Britain's shaky constitution: the institution of the monarchy. The royal family are big losers from Johnson's staggeringly embarrassing behavior. No one in Britain can ever quite agree whether and how the Queen counts as a political figure. As a constitutional figurehead, she certainly isn't allowed to pronounce on matters of personal political opinion -- so even when another member of the royal family ventures an opinion on a social matter, whether it's Prince Charles lobbying for organic farming or Meghan Markle talking about the environment, there's always cause for a discussion about whether this royal intervention is ""political."" (Unfairly for Meghan, however, the tabloid press rarely applies the same standards to all of them.) But the Queen also has the power to appoint or dismiss heads of government, supposedly only ever doing so as a formality to confirm the results of an election or a no-confidence vote.  Things get constitutionally murky, however, when the democratic will that the monarch is supposed to endorse becomes too difficult for her to read. She's always supposed to appoint as prime minister the person who is most capable of commanding a majority of democratic representatives in Britain's House of Commons -- but it's not always easy to tell who that person is. In a nation as divided as contemporary Britain, it is likely that no political party will be able to win an overall majority at the next election. It may not even be clear that any party leader is capable of building a working coalition. Theoretically, the Queen should then play a role in selecting the next prime minister -- but is that really acceptable in a modern democracy? The last time she played such a role was in 1963 and -- as depicted recently in the Netflix series ""The Crown"" -- her youthful decision to appoint the aristocratic Alec Douglas-Home was a disaster.  The truth is that the Queen has no democratic accountability -- and therefore in a modern world, she has no moral authority. The idea of her sweeping onto the balcony at Buckingham Palace and announcing her personally preferred prime minister is impossible. Yet at the same time, the monarchy's defenders have long presented the royals as the last bulwark against demagogy and political overreach. The Queen's one job is to act as a check on misbehaving politicians. This week's decision demonstrates that the 21st-century monarchy is no longer capable of doing that job.  It's hardly the monarch's personal fault. Can you imagine what Johnson would have done had she refused to approve a suspension his own attorney general insisted was legal? The forces of Brexit, whose hero Johnson claims to be, base their political power on the mantra that the 2016 referendum on Britain's membership in the European Union was the ultimate expression of democratic will. What fate might await an unelected, hereditary monarch who stood in the way of that will? Turning down Johnson's demands was not a good option. But neither was acquiescing to it.  When Brits are children, many of us are told a happy story about the British monarchy. Why hasn't there been a Hitler in Britain, we ask? Because the Queen exists to stop him, we are told. A fascist prime minister, however many fervent supporters voted him in, would never be able to impose laws of the sort passed by Nazis, because the Queen would stop him. So the story goes. Johnson is not -- however florid the exaggerations of some of his critics -- a Nazi or a fascist. Not remotely. But he has exposed the myth that the Queen holds any power to check the land grabs of a demagogic prime minister intent on breaking the norms. Already, it's not a good time for the monarchy;  Prince Andrew's association with the late convicted pedophile Jeffrey Epstein should be causing every British citizen to examine just how easily the privileges enjoyed by our royal family have been and can be abused. Andrew (who denies accusations of abuse lodged against him) has called his continued association with Epstein after his conviction a mistake. Now, Johnson has demonstrated that the Queen can't even do her one job: standing up to him. The rest of Britain is left to wonder what on earth the monarchy is for."
54,Refi rates at 2.875% APR (15 yr). Do you qualify?,,,http://rss.cnn.com/~r/rss/cnn_topstories/~3/r57N1bb-pP8/,
55,8 cards charging 0% interest until 2021,,,http://rss.cnn.com/~r/rss/cnn_topstories/~3/ttmgheh7af4/pay-0-interest-until-2021,
56,This card is the only one you need in your wallet,,,http://rss.cnn.com/~r/rss/cnn_topstories/~3/MHaZmRW2Nqw/bank-of-america-cash,
57,Boris Johnson to face UK lawmakers as he returns to Parliament,"Wed, 25 Sep 2019 12:33:42 GMT",Lawmakers returned to work on Wednesday after a momentous ruling by the United Kingdom's highest court that found Prime Minister Boris Johnson's suspension of Parliament to be unlawful.,http://rss.cnn.com/~r/rss/cnn_topstories/~3/UySzce2KMgM/index.html,"""Welcome back to our place of work,"" House of Commons Speaker John Bercow told MPs, before saying he would ensure the prorogation was ""expunged"" from records and is instead listed as ""adjourned."" This comes after the Supreme Court ruled unanimously Tuesday that Johnson's decision to unilaterally prorogue Parliament until mid-October -- just two weeks before the UK is due to leave the European Union -- was ""unlawful, void and of no effect."" Critics quickly called for Johnson to resign in the wake of the decision, but the Prime Minister was defiant, telling reporters in New York as he was at the United Nations General Assembly that while he had ""the utmost respect for our judiciary ... I don't agree with the verdict."" While Bercow confirmed that there won't be Prime Minister's Questions, which normally takes place on Wednesdays -- where Johnson could have faced a grilling -- he said there was ""scope"" for urgent questions, ministerial statements and emergency debate applications. Attorney General Geoffrey Cox began proceedings on Wednesday by defending Johnson's suspension -- which was done on the advice by Cox himself. He then launched a furious and animated tirade at lawmakers, calling Parliament a ""disgrace"" and ""dead."" ""They could vote no confidence at any time, but they're too cowardly. They could agree a motion to allow Parliament to dissolve, but they're too cowardly,"" Cox said. ""This Parliament should have the courage to face the electorate, but it won't, because so many of them are really all about preventing us leaving the European Union."" Despite no PMQs, Johnson's official spokesman said in a briefing on Wednesday that the Prime Minister will speak in the House later on and will address the question of whether the government is still planning a Queen's Speech. The spokesman also reiterated that Johnson remains committed to delivering Brexit on October 31. The Prime Minister insisted on Tuesday that Parliament still needs a Queen's Speech in order to outline parliamentary business. ""We will need a Queen's Speech to set out what we are going to do, and I think frankly that is what the people ... want to see,"" he said. On Wednesday Parliament's upper house, the House of Lords, also announced that it would resume sitting later on in the afternoon at 3 p.m. local time (10 a.m. ET). Lawmakers push to hold Johnson accountable According to Britain's PA news agency, senior opposition politician Jon Trickett suggested he would try to bring Johnson to Parliament to explain his actions. ""We want to hear what legal advice he was acting on, why he ended up in court and being ruled in this quite extraordinary way,"" Trickett said, according to PA. ""As the debate goes on and we hear the answers, clearly we will be wondering and making decisions on how to proceed next,"" he added. Opposition leader Jeremy Corbyn brought his keynote speech forward at Labour's party conference on Tuesday so he and fellow lawmakers could return to the House of Commons on Wednesday. Corbyn unleashed a scathing attack on Johnson, insisting the PM should step down for causing a ""reckless and disastrous plan to crash out of the European Union without a deal."" ""He will never shut down our democracy or silence the voices of us, the people,"" Corbyn told a packed conference hall in the southern English resort of Brighton. ""The government will be held to account for what he has done. ""He thought he could do what he wants, just as he has done all his life,"" Corbyn added."
58,Sky turns blood red in middle of the day,"Wed, 25 Sep 2019 15:19:13 GMT",Videos and images emerged showing villages and highways blanketed by a red-colored haze in the middle of the day.,http://rss.cnn.com/~r/rss/cnn_topstories/~3/f4q-GX9SyrU/indonesia-red-sky-haze-lon-orig-na.cnn,
59,Rugby World Cup delivers first major shock,"Wed, 25 Sep 2019 10:26:15 GMT",The 2019 Rugby World Cup delivered its first major shock as minnows Uruguay held on for a historic 30-27 victory over Fiji.,http://rss.cnn.com/~r/rss/cnn_topstories/~3/024kbwnWsoQ/index.html,"Uruguay had not won a World Cup match since beating Georgia in 2003 and tears flowed after the referee blew the final whistle, sparking huge celebrations from the winning camp.  No one had expected this result.  The last time these two teams faced each other Fiji stormed to a comfortable 68-7 victory but it was a different story in the Kamaishi Recovery Memorial Stadium, a venue built in memory of those killed in the 2011 tsunami.  It was the biggest score Uruguay has ever recorded in a World Cup game and it was well worthy of the win against a Fiji side who failed to impress.  ""I'm really proud of my country. We're not the biggest, we're not the tallest, but we came here to win,"" said Uruguay captain Juan Manuel Gaminara. ""We've been preparing for this for four years so I'm really proud of my country."" READ: Samoa escapes double red card as it rallies to win against Russia 'Really good day for Uruguayan rugby' The game started at a hurtling pace with both sides registering an early try but it was Uruguay that emerged as the surprise 24-12 leaders at halftime.  Scores from Juan Manuel Cat, Manuel Diana and Santiago Arata punished a sloppy Fijian outfit that wasted a number of opportunities to cut into Uruguay's 12-point lead. There was an expectation that Fiji would regroup during the break and come out firing but the onslaught never arrived.  The Fijian players continued to make basic errors as Uruguay picked up six additional penalty points to give themselves an unassailable lead.  Uruguay has won soccer's World Cup twice but the country has small pool of rugby talent to choose from -- just 6,000 active players, a number which includes children. On Tuesday, some oddsmakers had priced Uruguay at 50-1 to win against Fiji. ""It's outstanding. It's a really good day for Uruguayan rugby today. I hope everybody could see that, and everybody joins to play rugby in Uruguay, we need more players,"" said Uruguay's Felipe Berchesi, who was named Player of the Match for his performance.  ""We're a really small union but we keep showing the world that we're in a good place and they have to support us because we've proved ourselves strong today.""   READ: England begins World Cup campaign with battling victory against Tonga READ: Wales beat Georgia after controversial preparation  Fiji on the brink  Second half scores from Api Ratuniyarawa and Nikola Matawalu put Fiji back in touching distance but the Pacific Islanders ran out of time. This was Fiji's second game of the tournament after defeat by Australia on Saturday and the three days rest between matches perhaps contributed to the lackluster performance.   The side that many had tipped to cause an upset at Japan 2019 is now on the brink of elimination with a path to the quarterfinals now looking unlikely.  ""Everything went wrong today. It's not the result we wanted. It's not the way we wanted the game to go today,"" said Fiji captain Dominiko Waqaniburotu after the match. ""We underestimated a very good Uruguay team in the first outing for them. Congratulations to them."" READ: Israel Folau set to play Rugby League for Tonga Emotional day  It proved to be an extra emotional day in Kamaishi, a town that was all but destroyed during the 2011 tsunami which devastated the surrounding region.  Wednesday's venue was built on the site of two schools that were wiped about by the tragedy and the stadium now acts as a memorial to the 1,000 people that lost their lives in the small town.  ""Thanks for this city. Its story is really amazing so it's really a privilege to play here,"" said Manuel Gaminara."
60,"Couple mailed nearly 25,000 ecstasy pills","Wed, 25 Sep 2019 11:34:39 GMT","A middle-aged couple in Austria received quite a surprise one morning when a parcel that was supposed to contain dresses bought online from a retailer in the Netherlands turned out to contain nearly 25,000 ecstasy tablets.",http://rss.cnn.com/~r/rss/cnn_topstories/~3/fDtnuaI9acM/index.html,"The unnamed Austrian woman, 58, mistook the purple pills for decorative stones, police said, but on closer inspection her husband, 59, realized they were probably stimulants and returned the package to their local post office in Linz, Upper Austria.  ""The originally planned cozy breakfast was quickly over and to the horror of the couple, it turned out that, though one of the packages did contain the two dresses, the second however had 24,800 Ecstasy tablets worth about €500,000,"" said a statement from Upper Austria police.  ""The (post) office was equally astonished, which is why the police, and subsequently the narcotics department of the City Police Command Linz, was informed."" According to Austrian police, the 24,800 pills were worth around €500,000 ($550,000), though Police Scotland told CNN that the likely UK value of the drugs was around £165,000 ($205,000).  The Netherlands is one of the world's largest drugs producers and earlier this year Dutch customs officials reported that the amount of ecstasy and amphetamines being sent in the post had tripled from 137 kilograms (302 pounds) in 2016 to 460 kilograms in 2018.  Following an investigation by Linz's drugs squad it transpired that the package was intended for Scotland. Police Scotland and the UK's National Crime Agency (NCA) are jointly investigating the matter. An NCA spokesperson told CNN: ""This is a live investigation and enquiries are ongoing."" In July, police searched premises in Glasgow, Scotland but no arrests were made. "
61,New 'space plane' promises UK to Australia in 4 hours,"Wed, 25 Sep 2019 11:54:34 GMT","Flight times from London to Sydney could be 80% shorter by the 2030s, should a hypersonic rocket engine being developed in the UK get off the ground.",http://rss.cnn.com/~r/rss/cnn_topstories/~3/a5j1TZTxOso/index.html,
62,9 babies were just born to firefighters in this California department.,"Tue, 24 Sep 2019 16:37:05 GMT",Somebody call 911 -- this fire department's got baby fever.,http://rss.cnn.com/~r/rss/cnn_topstories/~3/A4ZYRGdStLU/index.html,"Want more inspiring, positive news? Sign up for The Good Stuff, a newsletter for the good in life. It will brighten your inbox every Saturday morning. Nine firefighters at the Rancho Cucamonga Fire District in California all had babies at the same time, between March and July. So, they did what everyone does for major life events: They had a photoshoot. And the photos. Are. Adorable. Yes, the fire department confirmed that the turnout coats were in fact clean before they put the babies on them. Safety first, people. Crazy as it may seem, this was actually a coincidence. The fathers began talking to one another in the department and the word about the mass pregnancies spread ""like wildfire,"" Gabrielle Costello, a spokesperson for the department and also one of the new moms, told CNN. Some of the fighters are first-time dads, while it's the fourth go-round for others. Either way, the babies are all really, really cute. When Costello found out how many people were also pregnant, she said she was excited for her daughter to have friends she can grow up with, and for herself to have other moms to connect with.  One thing's for sure, it's not just the individual families that grew. The RCFD family just got a lot bigger, too. "
63,Major League Soccer just walked back its ban of an anti-Nazi symbol at its soccer matches,"Wed, 25 Sep 2019 19:08:42 GMT",Major League Soccer is reversing their ban on the Iron Front symbol. The decison follows fans protesting for weeks through walkouts and silent demonstrations during televised soccer games.,http://rss.cnn.com/~r/rss/cnn_topstories/~3/0jcsqtTTzRI/index.html,"MLS and the Seattle Sounders said the flag is a political symbol, banned under the league's code of conduct for fans. The Seattle Sounders fan group, The Emerald City Supporters, said in a statement on its website that the imagery is a symbol of the fight against fascism, oppression and persecution.   The imagery, three arrows pointed leftward and down, was actually used by a pro-democracy, anti-fascist German paramilitary organization, the Iron Front. They actively fought against the Nazis during their rise to power before World War II. Earlier this year, MLS banned the symbol under their fan code of conduct prohibiting politics in their stadiums.   MLS is overturning that ban after two meetings with Seattle and Portland, Oregon, soccer fan groups and the Independent Supporters Council. The council promotes soccer fan culture and fair treatment of fans at home and away matches. The reversal came after sustained and widespread protests across the league by soccer fans.   ""We look forward to continuing the dialogue, moving away from direct action in the stands on this issue, and instead focusing our energy on making progress around the table,"" the leaders of the supporter groups said in a statement provided by MLS. League President and Deputy Commissioner Mark Abbott told CNN in a statement that the league will be updating the code of conduct for 2020 with a working group to, ""ensure clarity and consistency.""   ""This working group will include representatives from the league office and clubs and work collaboratively with leaders of club supporter groups and a cross-section of diversity and inclusion experts,"" Abbot went on to say. A statement from MLS also reaffirmed, ""its long-time commitment to the values of inclusion and diversity, including opposition to racism, fascism and homophobia and to ensuring that there is no place for repugnant hate speech in MLS stadiums."" How the ban began The Emerald City Supporters flew a flag bearing the Iron Front emblem at a Seattle Sounders match on July 21. ""The three arrows represent our commitment to equality and inclusion,"" the group wrote on their website. ""The three arrows have been a symbol of the fight against fascism, oppression and persecution and to this day continue to represent these important values around the world."" After the match, the fan group received a formal warning from the Seattle Sounders, saying the emblem violated the MLS Fan code of conduct: political signage that represent an association to a political group is not allowed. ""The rights we stand for are not political, they are human rights,"" the group responded.   Fans protests become a movement The move to ban the emblem from all MLS games drew instant criticism and outrage from fans across the league.   The hashtag #AUnitedFront became a rallying cry on social media and signs across the league. Some fans covertly placed the Iron Front arrows on signs, others wore it on shirts and arm bands.  One of the most dramatic protest happened on August 23.  In a major rivalry game between Portland Timbers and the Seattle Sounders, fans on both sides united and stayed silent for first 33 minutes of the game. A joint statement from the two rivals fan groups says it in protest of the MLS ban on the imagery, ""to commemorate 1933, the year the Iron Front was disbanded in Nazi Germany.""  The Portland Timbers fan group, Timbers Army, made their message clear in a post on Twitter. ""What scares you more, MLS?,"" it read. ""Three anti-facist arrows down and to the left?  Or The Sound of Silence?"""
64,FTC sues Match.com owner for allegedly conning people to pay for dating service,"Wed, 25 Sep 2019 19:27:33 GMT","The Federal Trade Commission on Wednesday sued online dating giant Match Group, the owner of OKCupid, Tinder and PlentyOfFish, for allegedly enticing people to pay for its Match.com service using fake love interest ads, along with other allegedly deceptive business practices.",http://rss.cnn.com/~r/rss/cnn_topstories/~3/ZccAQnYD4TA/index.html,"According to the complaint, ""hundreds of thousands of consumers subscribed to Match.com shortly after receiving a fraudulent communication."" Match Group's stock fell as much as 8% following the news of the FTC complaint. The FTC claims that Match.com applied a looser standard for preventing non-subscribers from seeing messages from potentially fraudulent accounts than it did for its paying customers. As a result, these non-subscribers could be encouraged to sign up for paid accounts on the service due to this extra inbound interest.  But upon signup, customers would either see a ""fraudulent communication"" or a notice that the profile that expressed interest is ""unavailable"" depending on where the company was at in its fraud review process, the complaint said. In so doing, the FTC claims, Match risked customers ""falling victim to a romance scam or other form of fraud."" ""We believe that Match.com conned people into paying for subscriptions via messages the company knew were from scammers,"" Andrew Smith, Director of the FTC's Bureau of Consumer Protection, said in a statement. ""Online dating services obviously shouldn't be using romance scammers as a way to fatten their bottom line."" Match CEO Hesam Hosseini warned about the expected legal action in a strongly worded email sent to Match's leadership team Wednesday morning.  ""The government has demanded tens of millions of dollars to resolve this case, which is completely unreasonable based on the allegation and facts. So we will fight this,"" he wrote in the email, which was obtained by CNN Business. ""Most of what the FTC investigated has been permanently discontinued and is totally irrelevant today."" Hosseini added: ""While this litigation may bring bad headlines, I'm confident in our practices and the great work we do every day."" In a statement on its website about the FTC allegations, Match writes that ""fraud is never good for business, which is why we spend so much time, money and emotional capital to fight it."" The company claims that the FTC is ""mischaracterizing what is encompassed in 'fraudulent,'"" adding that the vast majority of the users in question are ""not romance scams or similar types of fraudsters, but spam, bots, and other users attempting to use the service for their own commercial purposes."" Match is facing other allegations in the FTC complaint, including that it misled customers with a ""confusing and cumbersome cancellation process."" In his email to the leadership team, Hosseini said the cancellation process ""generally takes less than a minute."" He added that during the period that the FTC is focusing on, 84% of subscribers who began the cancellation process were able to complete it within a day. The FTC notes in its complaint that the alleged deceptive business practices in question ceased by mid-2019, or earlier."
65,Army proposes changes to rules on who can be buried in Arlington Cemetery,"Wed, 25 Sep 2019 23:57:30 GMT","Faced with a shortage of burial spaces, the US Army announced Wednesday that it has proposed changes to the eligibility criteria for internment at Arlington National Cemetery.",http://rss.cnn.com/~r/rss/cnn_topstories/~3/fy-rbpN6i10/index.html,"The Army said in a statement that while Arlington National Cemetery ""continues to look for ways to expand, that alone will not solve the existing demand for burial space."" ""If no changes are made"" the storied cemetery which dates to the Civil War, which houses the likes of John F. Kennedy and William Howard Taft, ""will be closed to new interments by the mid-2050s -- even for Medal of Honor recipients,"" the Army added. ""Arlington National Cemetery is a national shrine for all Americans, but especially those who have served our great nation,"" acting Secretary of the Army Ryan McCarthy said in the statement announcing the proposed rule change. Under the newly proposed rules, those eligible for interment at the cemetery will now be limited to certain groups including: US service members that were killed in action, recipients of the Medal of Honor, Distinguished Service Cross, Silver Star or Purple Heart recipients, former prisoners of war and Presidents and Vice Presidents of the United States. Retired veterans who served on active duty will now no longer be automatically eligible for in-ground burial but would be eligible for having their cremated remains interned above ground.  The Army said that the proposed changes were the product of a two and a half year process that involved ""public outreach and surveys -- including feedback from veterans and military service organizations."" That review was prompted by a provision passed by Congress in the 2019 National Defense Authorization Act, which the Army said ""directed the Secretary of the Army to establish revised eligibility criteria to keep the cemetery functioning as an active burial ground 'well into the future' -- defined as 150 years."""
66,The world's tallest unoccupied building,"Sat, 10 Aug 2019 03:15:17 GMT","In 1987, ground was broken on a grand new hotel in North Korea's capital, Pyongyang. The pyramid-shaped, supertall skyscraper was to exceed 1,000 feet in height, and was designed to house at least 3,000 rooms, as well as five revolving restaurants with panoramic views.",http://rss.cnn.com/~r/rss/cnn_topstories/~3/TdhKcAxYbqM/index.html,
67,This is what ancient statues really looked like,"Thu, 01 Aug 2019 12:33:18 GMT","Artists in classical cultures such as Egypt, Mesopotamia, Greece and Rome were known to paint with a variety of hues -- a practice known as polychromy (from Greek, meaning ""many colors."") So why do we always think of antiquities as colorless?",http://rss.cnn.com/~r/rss/cnn_topstories/~3/FnO0RrC-kPM/index.html,
68,A short history of the fashion show,"Mon, 23 Sep 2019 11:08:51 GMT","Whether onstage or online, today's fashion shows are bigger than ever -- and broadcast to audiences of millions. But their roots are more humble and intimate than you might expect.",http://rss.cnn.com/~r/rss/cnn_topstories/~3/YnHq0BRdbSU/index.html,
